game_id,side_id,team_id,opponent_id,fgm,fga,tpm,tpa,ftm,fta,pts,oreb,dreb,reb,ast,stl,tov,blk,pf,player_id,enthusiasm_rating,pir
20190829-2015-burritos-camdenhells,0,burritos,camdenhells,5,5,4,4,2,2,16,0,5,5,10,2,5,0,1,burritos-tom,30,27
20190829-2015-burritos-camdenhells,0,burritos,camdenhells,3,10,1,4,0,0,7,1,0,1,2,1,0,0,0,dropbears-mary,14,4
20190829-2015-burritos-camdenhells,0,burritos,camdenhells,4,7,1,1,0,0,9,1,4,5,1,1,0,0,1,greenmachine-ahmed,15,12
20190829-2015-burritos-camdenhells,1,camdenhells,burritos,4,11,1,4,1,2,10,1,4,5,7,1,2,0,1,camdenhells-davidgalindo,29,12
20190829-2015-burritos-camdenhells,1,camdenhells,burritos,3,6,0,0,0,0,6,0,1,1,2,0,3,0,1,camdenhells-lauren,13,2
20190829-2015-burritos-camdenhells,1,camdenhells,burritos,4,11,0,0,0,0,8,1,3,4,2,2,1,0,1,camdenhells-nick,21,7
20190829-2015-burritos-camdenhells,1,camdenhells,burritos,2,7,0,1,0,0,4,1,2,3,2,3,3,0,0,camdenhells-sean,18,4
20190829-2015-burritos-camdenhells,1,camdenhells,burritos,2,7,0,0,0,0,4,2,5,7,1,2,1,3,1,lions-gus,22,10
20190829-2015-burritos-camdenhells,1,camdenhells,burritos,6,7,0,0,0,0,12,0,4,4,0,0,0,0,1,lostangels-sophie,12,14
20190829-2015-burritos-camdenhells,1,camdenhells,burritos,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,rockets-anna,6,-3
20190829-2100-bbcballers-lions,0,bbcballers,lions,0,4,0,0,0,0,0,0,2,2,0,0,2,0,0,bbcballers-alexandra,8,-4
20190829-2100-bbcballers-lions,0,bbcballers,lions,2,10,1,3,0,0,5,0,5,5,3,1,3,0,3,bbcballers-amir,25,0
20190829-2100-bbcballers-lions,0,bbcballers,lions,1,7,0,4,0,2,2,0,4,4,4,2,4,0,1,bbcballers-arthur,24,-1
20190829-2100-bbcballers-lions,0,bbcballers,lions,1,4,0,0,0,0,2,2,2,4,0,0,1,1,0,bbcballers-james,10,3
20190829-2100-bbcballers-lions,0,bbcballers,lions,1,10,0,0,0,0,2,1,2,3,1,2,3,0,0,bbcballers-lisa,19,-4
20190829-2100-bbcballers-lions,0,bbcballers,lions,0,1,0,1,0,0,0,1,3,4,0,0,1,0,1,bbcballers-suhail,7,1
20190829-2100-bbcballers-lions,0,bbcballers,lions,8,22,6,11,0,0,22,0,0,0,0,1,1,0,0,dropbears-mary,24,8
20190829-2100-bbcballers-lions,1,lions,bbcballers,4,11,0,0,0,0,8,2,1,3,0,1,1,0,1,camdenhells-lauren,17,3
20190829-2100-bbcballers-lions,1,lions,bbcballers,5,14,0,0,1,2,11,4,5,9,0,1,2,2,0,lions-gus,30,11
20190829-2100-bbcballers-lions,1,lions,bbcballers,9,36,0,3,6,6,24,4,3,7,3,5,3,0,0,lions-mychelle,60,9
20190829-2100-bbcballers-lions,1,lions,bbcballers,4,4,0,0,0,0,8,11,1,12,9,1,2,0,0,lions-obi,28,28
20190829-2100-bbcballers-lions,1,lions,bbcballers,2,4,0,0,1,2,5,2,21,23,4,1,2,1,1,lions-saulius,38,28
20190829-2100-bbcballers-lions,1,lions,bbcballers,4,10,0,0,0,0,8,4,4,8,3,1,0,0,1,lions-telle,23,13
20190905-1845-bbcballers-lostangels,1,lostangels,bbcballers,3,7,1,4,3,7,12,0,4,4,1,1,1,4,3,lostangels-aldis,28,10
20190905-1845-bbcballers-lostangels,1,lostangels,bbcballers,4,6,0,0,0,0,8,3,3,6,2,1,2,2,0,lostangels-carlos,19,15
20190905-1845-bbcballers-lostangels,1,lostangels,bbcballers,2,9,0,0,0,0,4,0,0,0,6,2,1,0,0,lostangels-carlotta,18,4
20190905-1845-bbcballers-lostangels,1,lostangels,bbcballers,3,7,1,5,0,0,7,0,1,1,0,1,0,0,0,lostangels-daria,9,5
20190905-1845-bbcballers-lostangels,1,lostangels,bbcballers,7,16,1,2,0,0,15,6,2,8,6,4,0,0,1,lostangels-jazeps,35,23
20190905-1845-bbcballers-lostangels,1,lostangels,bbcballers,6,9,0,0,0,0,12,4,9,13,4,3,2,0,0,lostangels-john,31,27
20190905-1845-bbcballers-lostangels,1,lostangels,bbcballers,0,6,0,0,0,0,0,0,7,7,1,0,1,1,1,lostangels-sophie,17,1
20190905-2015-burritos-greenmachine,0,burritos,greenmachine,10,14,3,5,0,0,23,1,7,8,3,0,2,0,2,burritos-alex,29,26
20190905-2015-burritos-greenmachine,0,burritos,greenmachine,1,7,0,3,2,2,4,0,3,3,6,0,2,0,0,burritos-allen,20,5
20190905-2015-burritos-greenmachine,0,burritos,greenmachine,3,5,0,0,0,0,6,1,0,1,1,1,2,0,1,burritos-armelle,11,4
20190905-2015-burritos-greenmachine,0,burritos,greenmachine,3,9,3,6,1,4,10,3,8,11,2,3,5,0,2,burritos-stuart,36,10
20190905-2015-burritos-greenmachine,0,burritos,greenmachine,1,7,0,3,0,0,2,1,1,2,0,2,3,0,0,burritos-suzi,14,-3
20190905-2015-burritos-greenmachine,0,burritos,greenmachine,2,7,0,0,0,0,4,0,1,1,0,0,0,0,0,burritos-sylwia,8,0
20190905-2015-burritos-greenmachine,1,greenmachine,burritos,2,11,2,5,0,0,6,3,5,8,2,1,3,0,1,greenmachine-ahmed,26,4
20190905-2015-burritos-greenmachine,1,greenmachine,burritos,3,8,0,0,1,2,7,1,8,9,2,1,4,1,3,greenmachine-alex,30,7
20190905-2015-burritos-greenmachine,1,greenmachine,burritos,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,greenmachine-allison,3,-1
20190905-2015-burritos-greenmachine,1,greenmachine,burritos,6,13,0,1,0,2,12,2,4,6,3,2,3,0,0,greenmachine-iestyn,29,11
20190905-2015-burritos-greenmachine,1,greenmachine,burritos,10,16,1,3,1,3,22,1,3,4,1,4,0,0,2,greenmachine-itai,30,21
20190905-2015-burritos-greenmachine,1,greenmachine,burritos,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,greenmachine-kelli,4,2
20190905-2015-burritos-greenmachine,1,greenmachine,burritos,0,3,0,0,0,0,0,0,0,0,1,1,1,0,2,greenmachine-marina,8,-4
20190905-2015-burritos-greenmachine,1,greenmachine,burritos,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,greenmachine-victoria,4,-2
20190919-1845-burritos-bbcballers,0,burritos,bbcballers,3,10,1,3,0,0,7,8,4,12,4,5,2,0,1,burritos-allen,34,18
20190919-1845-burritos-bbcballers,0,burritos,bbcballers,2,6,0,1,0,0,4,1,0,1,2,1,0,0,1,burritos-armelle,11,3
20190919-1845-burritos-bbcballers,0,burritos,bbcballers,5,7,1,1,0,2,11,1,0,1,3,1,2,0,0,burritos-suzi,16,10
20190919-1845-burritos-bbcballers,0,burritos,bbcballers,5,15,0,0,0,0,10,2,1,3,3,1,0,0,0,burritos-sylwia,22,7
20190919-1845-burritos-bbcballers,0,burritos,bbcballers,3,8,3,8,0,0,9,1,9,10,7,4,3,2,0,burritos-tom,34,24
20190919-1845-burritos-bbcballers,0,burritos,bbcballers,13,22,0,1,3,4,29,5,8,13,2,1,1,1,3,burritos-wouter,47,32
20190919-1845-burritos-bbcballers,1,bbcballers,burritos,4,14,2,7,2,4,12,0,1,1,1,2,2,0,1,bbcballers-arthur,25,1
20190919-1845-burritos-bbcballers,1,bbcballers,burritos,2,13,0,0,0,0,4,4,6,10,1,0,4,0,0,bbcballers-james,28,0
20190919-1845-burritos-bbcballers,1,bbcballers,burritos,3,11,0,0,0,0,6,2,0,2,1,1,0,0,0,bbcballers-lisa,15,2
20190919-1845-burritos-bbcballers,1,bbcballers,burritos,1,2,1,1,0,0,3,2,2,4,0,0,4,0,1,bbcballers-nathan,11,1
20190919-1845-burritos-bbcballers,1,bbcballers,burritos,4,7,0,0,0,0,8,1,2,3,1,1,2,0,2,bbcballers-saulius,16,6
20190919-1845-burritos-bbcballers,1,bbcballers,burritos,0,2,0,1,0,0,0,2,4,6,0,0,4,0,0,bbcballers-suhail,12,0
20190919-2015-lostangels-dropbears,0,lostangels,dropbears,0,6,0,4,0,0,0,1,3,4,2,0,4,0,0,lostangels-aldis,16,-4
20190919-2015-lostangels-dropbears,0,lostangels,dropbears,2,4,0,0,2,4,6,3,5,8,1,1,2,0,0,lostangels-carlos,20,10
20190919-2015-lostangels-dropbears,0,lostangels,dropbears,2,7,1,6,0,0,5,1,2,3,0,0,1,0,0,lostangels-daria,11,2
20190919-2015-lostangels-dropbears,0,lostangels,dropbears,1,3,0,1,0,0,2,1,2,3,0,2,3,1,2,lostangels-jazeps,14,1
20190919-2015-lostangels-dropbears,0,lostangels,dropbears,4,11,0,0,2,4,10,1,7,8,1,0,1,1,3,lostangels-rob,29,7
20190919-2015-lostangels-dropbears,0,lostangels,dropbears,1,1,0,0,0,0,2,0,1,1,4,0,2,2,2,lostangels-rolands,12,5
20190919-2015-lostangels-dropbears,0,lostangels,dropbears,1,6,0,0,0,0,2,1,3,4,0,0,1,1,1,lostangels-sophie,13,0
20190919-2015-lostangels-dropbears,0,lostangels,dropbears,3,7,0,0,0,0,6,0,1,1,0,0,1,0,0,saturdays-claire,9,2
20190919-2100-lions-greemachine,0,lions,greenmachine,1,6,0,0,1,2,3,2,7,9,1,2,2,0,1,lions-chris,23,6
20190919-2100-lions-greemachine,0,lions,greenmachine,3,11,0,3,1,2,7,2,8,10,2,3,1,2,1,lions-foley,32,13
20190919-2100-lions-greemachine,0,lions,greenmachine,7,16,1,3,0,0,15,0,0,0,2,0,4,0,2,lions-kata,24,2
20190919-2100-lions-greemachine,0,lions,greenmachine,4,13,1,4,1,2,10,2,9,11,2,4,4,0,2,lions-mychelle,38,11
20190919-2100-lions-greemachine,0,lions,greenmachine,1,4,0,0,3,6,5,1,1,2,1,1,1,0,1,lions-telle,16,1
20190919-2100-lions-greemachine,1,greenmachine,lions,1,13,0,7,2,3,4,2,5,7,6,3,3,0,2,greenmachine-ahmed,37,2
20190919-2100-lions-greemachine,1,greenmachine,lions,5,17,0,0,1,2,11,3,10,13,0,2,1,1,4,greenmachine-alex,40,9
20190919-2100-lions-greemachine,1,greenmachine,lions,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,greenmachine-allison,4,0
20190919-2100-lions-greemachine,1,greenmachine,lions,2,5,0,0,0,0,4,1,1,2,1,1,6,0,0,greenmachine-andris,15,-1
20190919-2100-lions-greemachine,1,greenmachine,lions,6,12,1,2,0,2,13,0,7,7,1,0,2,1,4,greenmachine-iestyn,29,8
20190919-2100-lions-greemachine,1,greenmachine,lions,0,3,0,0,0,0,0,1,1,2,1,2,1,0,1,greenmachine-marina,10,0
20190926-1845-rockets-greenmachine,0,rockets,greenmachine,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,camdenhells-amy,5,1
20190926-1845-rockets-greenmachine,0,rockets,greenmachine,3,5,1,1,0,2,7,1,4,5,1,2,0,0,4,rockets-alex,19,7
20190926-1845-rockets-greenmachine,0,rockets,greenmachine,3,8,0,0,0,0,6,0,1,1,0,2,5,0,1,rockets-anna,17,-2
20190926-1845-rockets-greenmachine,0,rockets,greenmachine,2,10,0,0,0,0,4,4,2,6,4,7,5,0,1,rockets-janis,33,7
20190926-1845-rockets-greenmachine,0,rockets,greenmachine,3,5,0,0,1,2,7,1,6,7,0,2,2,3,1,rockets-malachi,22,13
20190926-1845-rockets-greenmachine,0,rockets,greenmachine,7,10,0,1,2,2,16,2,6,8,2,6,2,0,6,rockets-marc,36,21
20190926-1845-rockets-greenmachine,0,rockets,greenmachine,2,8,0,1,1,2,5,1,1,2,4,4,1,0,2,rockets-paul,23,5
20190926-1845-rockets-greenmachine,1,greenmachine,rockets,1,10,0,0,2,6,4,0,8,8,0,4,3,0,4,greenmachine-alex,35,-4
20190926-1845-rockets-greenmachine,1,greenmachine,rockets,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,greenmachine-allison,4,-2
20190926-1845-rockets-greenmachine,1,greenmachine,rockets,0,2,0,0,0,0,0,0,1,1,0,1,7,0,0,greenmachine-david,11,-7
20190926-1845-rockets-greenmachine,1,greenmachine,rockets,0,8,0,1,0,2,0,2,5,7,0,0,3,1,2,greenmachine-iestyn,23,-7
20190926-1845-rockets-greenmachine,1,greenmachine,rockets,0,2,0,0,0,0,0,0,1,1,0,0,5,0,0,greenmachine-marina,8,-6
20190926-1845-rockets-greenmachine,1,greenmachine,rockets,1,2,0,1,0,3,2,1,0,1,1,4,8,0,0,greenmachine-sergio,19,-4
20190926-1845-rockets-greenmachine,1,greenmachine,rockets,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,greenmachine-victoria,6,-4
20190926-1930-camdenhells-bbcballers,0,camdenhells,bbcballers,2,4,0,0,0,0,4,1,1,2,0,0,1,0,1,camdenhells-amy,8,2
20190926-1930-camdenhells-bbcballers,0,camdenhells,bbcballers,2,9,0,1,1,2,5,4,7,11,3,2,3,1,0,camdenhells-davidgalindo,31,11
20190926-1930-camdenhells-bbcballers,0,camdenhells,bbcballers,1,7,0,0,0,0,2,0,2,2,1,0,0,0,2,camdenhells-lauren,12,-3
20190926-1930-camdenhells-bbcballers,0,camdenhells,bbcballers,6,15,1,4,1,2,14,1,1,2,3,2,5,0,1,camdenhells-levent,30,5
20190926-1930-camdenhells-bbcballers,0,camdenhells,bbcballers,1,5,0,0,0,0,2,2,1,3,1,1,0,1,1,rockets-anna,12,3
20190926-1930-camdenhells-bbcballers,0,camdenhells,bbcballers,10,19,0,0,0,3,20,8,22,30,2,3,3,5,3,rockets-malachi,68,42
20190926-1930-camdenhells-bbcballers,1,bbcballers,camdenhells,4,17,1,7,0,0,9,0,0,0,2,0,1,0,1,bbcballers-arthur,21,-4
20190926-1930-camdenhells-bbcballers,1,bbcballers,camdenhells,1,5,1,2,1,2,4,2,4,6,0,0,2,0,1,bbcballers-james,16,2
20190926-1930-camdenhells-bbcballers,1,bbcballers,camdenhells,2,13,0,0,0,2,4,1,2,3,0,1,3,0,0,bbcballers-lisa,22,-8
20190926-1930-camdenhells-bbcballers,1,bbcballers,camdenhells,0,3,0,1,0,0,0,3,8,11,0,1,3,0,2,bbcballers-suhail,20,4
20190926-1930-camdenhells-bbcballers,1,bbcballers,camdenhells,1,6,0,0,0,0,2,2,2,4,0,0,0,0,0,kissmygrass-steph,10,1
20190926-1930-camdenhells-bbcballers,1,bbcballers,camdenhells,2,14,0,2,1,2,5,3,5,8,0,2,2,1,1,lions-mychelle,30,0
20190926-2015-burritos-dropbears,0,burritos,dropbears,1,8,0,3,1,2,3,1,4,5,2,2,0,0,1,burritos-alex,20,3
20190926-2015-burritos-dropbears,0,burritos,dropbears,0,4,0,1,0,0,0,1,2,3,3,2,0,0,1,burritos-allen,13,3
20190926-2015-burritos-dropbears,0,burritos,dropbears,0,3,0,0,0,0,0,2,1,3,1,0,0,0,0,burritos-armelle,7,1
20190926-2015-burritos-dropbears,0,burritos,dropbears,4,12,2,7,1,2,11,0,2,2,0,0,0,0,0,burritos-stuart,16,4
20190926-2015-burritos-dropbears,0,burritos,dropbears,1,3,1,2,0,0,3,0,1,1,1,0,1,0,0,burritos-suzi,6,2
20190926-2015-burritos-dropbears,0,burritos,dropbears,4,8,0,0,1,2,9,2,0,2,0,1,0,0,1,burritos-sylwia,14,6
20190926-2015-burritos-dropbears,0,burritos,dropbears,1,4,0,3,0,0,2,0,5,5,4,3,2,0,1,burritos-tom,19,8
20190926-2015-burritos-dropbears,0,burritos,dropbears,8,14,0,0,4,7,20,5,11,16,0,0,3,0,2,burritos-wouter,42,22
20190926-2015-burritos-dropbears,1,dropbears,burritos,0,4,0,2,0,0,0,0,2,2,3,0,1,0,3,dropbears-ed,13,-3
20190926-2015-burritos-dropbears,1,dropbears,burritos,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,dropbears-hayley,2,0
20190926-2015-burritos-dropbears,1,dropbears,burritos,3,8,0,0,2,2,8,1,6,7,1,1,2,1,3,dropbears-martin,25,8
20190926-2015-burritos-dropbears,1,dropbears,burritos,2,11,2,5,0,0,6,0,2,2,2,0,2,0,0,dropbears-mary,17,-1
20190926-2015-burritos-dropbears,1,dropbears,burritos,3,7,0,0,0,0,6,2,9,11,2,0,4,0,0,dropbears-p2,24,11
20190926-2015-burritos-dropbears,1,dropbears,burritos,6,12,1,3,2,2,15,1,3,4,0,4,0,0,2,dropbears-ray,24,15
20190926-2015-burritos-dropbears,1,dropbears,burritos,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,lions-mychelle,6,-4
20190926-2100-lostangels-lions,0,lostangels,lions,0,2,0,1,0,0,0,1,7,8,4,0,2,0,2,lostangels-aldis,18,6
20190926-2100-lostangels-lions,0,lostangels,lions,8,12,0,0,0,2,16,2,6,8,0,2,1,0,2,lostangels-carlos,27,17
20190926-2100-lostangels-lions,0,lostangels,lions,1,5,1,3,3,3,6,0,1,1,2,2,1,0,0,lostangels-daria,14,6
20190926-2100-lostangels-lions,0,lostangels,lions,2,8,0,0,0,2,4,4,6,10,3,2,3,0,1,lostangels-jazeps,29,7
20190926-2100-lostangels-lions,0,lostangels,lions,4,10,0,0,0,2,8,2,4,6,2,1,3,1,0,lostangels-rob,25,7
20190926-2100-lostangels-lions,0,lostangels,lions,4,6,0,0,0,1,8,5,3,8,4,2,0,3,0,lostangels-rolands,24,22
20190926-2100-lostangels-lions,0,lostangels,lions,7,18,0,1,4,5,18,0,1,1,0,1,2,0,0,saturdays-claire,27,6
20190926-2100-lostangels-lions,1,lions,lostangels,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,camdenhells-lauren,2,-2
20190926-2100-lostangels-lions,1,lions,lostangels,1,5,0,0,0,2,2,1,1,2,1,3,4,0,1,lions-diego,18,-3
20190926-2100-lostangels-lions,1,lions,lostangels,1,8,0,1,3,5,5,0,6,6,1,2,0,0,0,lions-foley,22,5
20190926-2100-lostangels-lions,1,lions,lostangels,2,7,0,0,0,0,4,3,9,12,0,0,1,1,3,lions-gus,24,8
20190926-2100-lostangels-lions,1,lions,lostangels,3,13,0,0,0,0,6,2,3,5,2,3,4,0,1,lions-kata,28,1
20190926-2100-lostangels-lions,1,lions,lostangels,3,10,2,3,0,0,8,2,1,3,2,0,1,0,0,lions-mychelle,16,5
20190926-2100-lostangels-lions,1,lions,lostangels,0,4,0,0,0,0,0,0,1,1,0,0,3,0,2,lions-telle,10,-8
